Station_id,Station_name,District_name,Latitud,Longitud,Contaminant,DATETIME,VALUE
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T04:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T05:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T06:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T07:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T08:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T09:00:00Z,51
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T10:00:00Z,52
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T11:00:00Z,70
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T12:00:00Z,54
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T13:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T14:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T15:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T16:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T17:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T18:00:00Z,53
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T19:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T20:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T21:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T22:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T23:00:00Z,38
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-05T00:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T01:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T02:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T03:00:00Z,49
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T04:00:00Z,59
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T05:00:00Z,75
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T06:00:00Z,53
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T07:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T08:00:00Z,52
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T09:00:00Z,64
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T10:00:00Z,78
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T11:00:00Z,59
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T12:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T13:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T14:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T15:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T16:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T17:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T18:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T19:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T20:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T21:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T22:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T23:00:00Z,40
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-06T00:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T01:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T02:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T03:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T04:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T05:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T06:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T07:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T08:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T09:00:00Z,69
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T10:00:00Z,68
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T11:00:00Z,66
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T12:00:00Z,32
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T13:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T14:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T15:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T16:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T17:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T18:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T19:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T20:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T21:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T22:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T23:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-07T00:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T01:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T02:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T03:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T04:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T05:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T06:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T07:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T08:00:00Z,44
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T09:00:00Z,59
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T10:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T11:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T12:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T13:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T14:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T15:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T16:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T17:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T18:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T19:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T20:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T21:00:00Z,32
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T22:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T23:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-08T00:00:00Z,57
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T01:00:00Z,57
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T02:00:00Z,35
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T03:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T04:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T05:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T06:00:00Z,36
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T07:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T08:00:00Z,39
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T09:00:00Z,41
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T10:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T11:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T12:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T13:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T14:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T15:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T16:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T17:00:00Z,4
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T18:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T19:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T20:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T21:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T22:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T23:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-09T00:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T01:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T02:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T03:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T04:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T05:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T06:00:00Z,25
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T07:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T08:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T09:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T10:00:00Z,40
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T11:00:00Z,74
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T12:00:00Z,146
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T13:00:00Z,102
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T14:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T15:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T16:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T17:00:00Z,83
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T18:00:00Z,131
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T19:00:00Z,102
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T20:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T21:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T22:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T23:00:00Z,43
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-10T00:00:00Z,56
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T01:00:00Z,75
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T02:00:00Z,68
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T03:00:00Z,43
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T04:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T05:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T06:00:00Z,64
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T07:00:00Z,102
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T08:00:00Z,105
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T09:00:00Z,53
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T10:00:00Z,55
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T11:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T12:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T13:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T14:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T15:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T16:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T17:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T18:00:00Z,10
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T19:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T20:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T21:00:00Z,13
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T22:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T23:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-11T00:00:00Z,69
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T01:00:00Z,65
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T02:00:00Z,45
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T03:00:00Z,52
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T04:00:00Z,41
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T05:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T06:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T07:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T08:00:00Z,42
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T09:00:00Z,87
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T10:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T11:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T12:00:00Z,9
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T13:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T14:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T15:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T16:00:00Z,11
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T17:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T18:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T19:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T20:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T21:00:00Z,20
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T22:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T23:00:00Z,50
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-12T00:00:00Z,69
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T01:00:00Z,38
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T02:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T03:00:00Z,16
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T04:00:00Z,15
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T05:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T06:00:00Z,29
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T07:00:00Z,31
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T08:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T09:00:00Z,54
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T10:00:00Z,49
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T11:00:00Z,18
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T12:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T15:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T16:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T17:00:00Z,22
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T18:00:00Z,27
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T19:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T20:00:00Z,54
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T21:00:00Z,44
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T22:00:00Z,21
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T23:00:00Z,23
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-13T00:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T01:00:00Z,57
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T02:00:00Z,48
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T03:00:00Z,38
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T04:00:00Z,34
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T05:00:00Z,14
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T06:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T07:00:00Z,19
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T08:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T09:00:00Z,85
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T10:00:00Z,101
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T11:00:00Z,107
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T12:00:00Z,90
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T13:00:00Z,115
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T14:00:00Z,97
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T15:00:00Z,75
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T16:00:00Z,26
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T17:00:00Z,39
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T18:00:00Z,79
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T19:00:00Z,46
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T20:00:00Z,44
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T21:00:00Z,48
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T22:00:00Z,96
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T23:00:00Z,28
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-14T00:00:00Z,24
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T01:00:00Z,36
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T02:00:00Z,62
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T03:00:00Z,55
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T04:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T05:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T06:00:00Z,30
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T07:00:00Z,37
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T08:00:00Z,51
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T09:00:00Z,68
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T10:00:00Z,33
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T11:00:00Z,17
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T12:00:00Z,12
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T13:00:00Z,8
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T14:00:00Z,7
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T15:00:00Z,6
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T16:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T17:00:00Z,5
50,Barcelona - Ciutadella,Ciutat Vella,41.3864,2.1874,NOx,2025-08-15T18:00:00Z,22
